,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC_x,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,PB,PT_x,CaGC,GC_y,GC_y,Defesas,PT_y,GPC,Time
28,2023-10-25,20:00,Série A,Rodada da semana 29,qua,Visitante,D,0,3,Cruzeiro,0.3,2.0,60,,Kanu,4-2-3-1,Flavio de Souza,Relatório da Partida,,6,0,184.0,0.0,0,0,5,3.0,3,3,0,0,Bahia
29,2023-10-28,19:00,Série A,Rodada da semana 30,sáb,Visitante,D,0,1,Palmeiras,0.1,1.7,37,33.747,Kanu,3-4-3,Rodrigo José Pereira de Lima,Relatório da Partida,,5,1,239.0,0.0,0,0,9,1.0,1,8,0,0,Bahia
30,2023-10-31,19:00,Série A,Rodada da semana 31,ter,Em casa,V,1,0,Fluminense,0.5,0.7,44,,Kanu,4-4-2,Edina Alves Batista,Relatório da Partida,,8,5,149.0,0.0,0,0,4,0.0,0,4,0,0,Bahia
31,2023-11-04,19:30,Série A,Rodada da semana 32,sáb,Visitante,D,0,1,Grêmio,0.9,0.5,58,,Thaciano,3-5-1-1,Braulio da Silva Machado,Relatório da Partida,,19,5,205.0,0.0,0,0,3,1.0,1,2,0,0,Bahia
32,2023-11-09,20:00,Série A,Rodada da semana 33,qui,Em casa,D,0,3,Cuiabá,0.7,2.0,62,,Kanu,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,15,4,175.0,1.0,0,0,6,3.0,3,3,1,1,Bahia
33,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Em casa,E,1,1,Ath Paranaense,2.5,0.7,51,33.214,Kanu,5-4-1,Rafael Rodrigo Klein,Relatório da Partida,,27,4,194.0,1.0,1,1,4,1.0,1,3,0,0,Bahia
34,2023-11-24,21:00,Série A,Rodada da semana 35,sex,Visitante,V,5,1,Corinthians,2.7,0.9,35,,Kanu,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,11,5,161.0,0.0,2,2,4,1.0,1,3,0,0,Bahia
35,2023-11-29,20:00,Série A,Rodada da semana 36,qua,Em casa,D,0,1,São Paulo,0.9,1.0,33,46.288,Kanu,3-4-3,Braulio Machado,Relatório da Partida,,14,3,183.0,1.0,0,0,5,1.0,1,4,0,0,Bahia
36,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,D,2,3,América (MG),3.7,1.2,57,,Kanu,3-5-2,Marcelo de Lima Henrique,Relatório da Partida,,26,4,160.0,0.0,1,1,3,3.0,3,0,0,0,Bahia
37,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,V,4,1,Atlético Mineiro,1.4,1.1,38,28.019,Kanu,3-4-3,Ramon Abatti,Relatório da Partida,,15,6,180.0,0.0,0,0,5,1.0,1,4,0,0,Bahia
1,2023-04-16,18:30,Série A,Rodada da semana 1,dom,Visitante,D,0,1,Grêmio,1.2,1.6,55,13.997,João Paulo,4-3-3,Wilton Sampaio,Relatório da Partida,,16,4,159.0,1.0,0,0,6,1.0,1,5,1,0,Santos
3,2023-04-23,16:00,Série A,Rodada da semana 2,dom,Em casa,E,0,0,Atlético Mineiro,0.8,1.2,37,11.233,João Paulo,4-4-2,Braulio da Silva Machado,Relatório da Partida,,12,2,188.0,0.0,0,0,5,0.0,0,5,0,0,Santos
4,2023-04-29,18:30,Série A,Rodada da semana 3,sáb,Em casa,V,3,2,América (MG),1.8,1.8,44,11.844,Yeferson Soteldo,4-3-3,Anderson Daronco,Relatório da Partida,,11,5,189.0,1.0,1,1,8,2.0,2,6,0,0,Santos
6,2023-05-06,16:00,Série A,Rodada da semana 4,sáb,Visitante,D,1,2,Cruzeiro,1.0,1.6,45,21.191,João Paulo,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,9,4,181.0,1.0,0,0,3,2.0,2,1,0,0,Santos
7,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Em casa,V,3,0,Bahia,2.0,1.3,41,7.262,João Paulo,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,14,9,168.0,0.0,0,0,3,0.0,0,3,0,0,Santos
8,2023-05-14,16:00,Série A,Rodada da semana 6,dom,Visitante,V,1,0,Vasco da Gama,0.6,1.7,32,18.476,João Paulo,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,6,1,173.0,1.0,0,0,9,0.0,0,9,0,0,Santos
9,2023-05-20,21:00,Série A,Rodada da semana 7,sáb,Em casa,E,0,0,Palmeiras,0.4,0.4,39,12.641,João Paulo,4-2-3-1,Raphael Claus,Relatório da Partida,,12,4,209.0,0.0,0,0,1,0.0,0,1,0,0,Santos
11,2023-05-28,18:30,Série A,Rodada da semana 8,dom,Visitante,D,0,2,Bragantino,0.3,1.5,41,5.988,Yeferson Soteldo,4-2-3-1,Anderson Daronco,Relatório da Partida,,9,1,195.0,0.0,0,0,9,2.0,2,7,0,0,Santos
12,2023-06-03,21:00,Série A,Rodada da semana 9,sáb,Em casa,E,1,1,Internacional,1.4,1.1,56,9.6,Alison,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,17,4,206.0,5.0,0,0,3,1.0,1,2,0,0,Santos
14,2023-06-10,16:00,Série A,Rodada da semana 10,sáb,Visitante,E,0,0,Coritiba,0.8,1.2,53,25.987,Alison,4-2-3-1,Bruno Mota Correia,Relatório da Partida,,7,3,143.0,0.0,0,0,7,0.0,0,7,0,0,Santos
15,2023-06-21,20:00,Série A,Rodada da semana 11,qua,Em casa,D,0,2,Corinthians,0.8,1.3,51,12.499,Yeferson Soteldo,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,4,166.0,1.0,0,0,4,2.0,2,2,0,0,Santos
16,2023-06-25,18:30,Série A,Rodada da semana 12,dom,Em casa,D,2,3,Flamengo,1.8,0.8,33,,Yeferson Soteldo,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12,6,176.0,1.0,0,0,4,3.0,3,1,0,0,Santos
18,2023-07-02,17:30,Série A,Rodada da semana 13,dom,Visitante,D,0,3,Cuiabá,0.3,1.1,52,13.477,João Paulo,4-2-3-1,Bruno Mota Correia,Relatório da Partida,,5,2,187.0,0.0,0,0,6,3.0,3,3,0,0,Santos
19,2023-07-09,11:00,Série A,Rodada da semana 14,dom,Em casa,V,4,3,Goiás,2.4,1.9,34,,João Paulo,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,14,5,154.0,0.0,1,1,5,3.0,3,2,1,1,Santos
20,2023-07-16,16:00,Série A,Rodada da semana 15,dom,Visitante,D,1,4,São Paulo,1.1,3.2,37,,João Paulo,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,7,2,219.0,1.0,1,1,7,4.0,4,3,1,1,Santos
21,2023-07-23,16:00,Série A,Rodada da semana 16,dom,Em casa,E,2,2,Botafogo (RJ),0.9,1.0,37,,João Paulo,4-3-3,Ramon Abatti Abel,Relatório da Partida,,7,2,174.0,0.0,0,0,6,2.0,2,4,0,0,Santos
22,2023-07-29,16:00,Série A,Rodada da semana 17,sáb,Visitante,D,0,1,Fluminense,0.1,2.0,29,,João Paulo,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,3,0,214.0,0.0,0,0,8,1.0,1,6,1,0,Santos
23,2023-08-05,16:00,Série A,Rodada da semana 18,sáb,Em casa,E,1,1,Ath Paranaense,1.1,0.2,64,,João Paulo,4-3-3,André Luiz Skettino Policarpo Bento,Relatório da Partida,,7,2,195.0,0.0,1,1,2,1.0,1,1,0,0,Santos
24,2023-08-13,18:30,Série A,Rodada da semana 19,dom,Visitante,D,0,4,Fortaleza,0.5,2.6,46,,Vladimir,4-2-3-1,Bruno Mota Correia,Relatório da Partida,,9,3,171.0,1.0,0,0,10,4.0,4,7,0,0,Santos
25,2023-08-20,16:00,Série A,Rodada da semana 20,dom,Em casa,V,2,1,Grêmio,1.7,0.4,55,,João Paulo,3-4-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,19,7,170.0,2.0,0,0,3,1.0,1,2,0,0,Santos
26,2023-08-27,16:00,Série A,Rodada da semana 21,dom,Visitante,D,0,2,Atlético Mineiro,0.7,1.6,44,,João Paulo,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,13,0,213.0,4.0,0,0,6,2.0,2,4,0,0,Santos
27,2023-09-03,18:30,Série A,Rodada da semana 22,dom,Visitante,D,0,2,América (MG),1.0,1.6,62,,João Paulo,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,10,2,178.0,0.0,0,0,7,2.0,2,5,0,0,Santos
28,2023-09-14,19:00,Série A,Rodada da semana 23,qui,Em casa,D,0,3,Cruzeiro,0.5,1.4,54,12.244,João Paulo,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,12,1,144.0,1.0,0,0,7,3.0,3,4,0,0,Santos
29,2023-09-18,20:00,Série A,Rodada da semana 24,seg,Visitante,V,2,1,Bahia,2.6,0.9,37,,João Paulo,3-4-1-2,Ramon Abatti Abel,Relatório da Partida,,16,7,158.0,1.0,0,0,5,1.0,1,4,0,0,Santos
30,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Em casa,V,4,1,Vasco da Gama,2.4,0.9,37,,Tomás Rincón,3-4-1-2,Anderson Daronco,Relatório da Partida,,16,4,199.0,1.0,1,1,5,1.0,1,4,0,0,Santos
31,2023-10-08,16:00,Série A,Rodada da semana 26,dom,Visitante,V,2,1,Palmeiras,1.4,2.1,31,,Tomás Rincón,3-5-2,Flavio Rodrigues de Souza,Relatório da Partida,,12,10,189.0,1.0,0,0,6,1.0,1,5,0,0,Santos
32,2023-10-19,20:00,Série A,Rodada da semana 27,qui,Em casa,D,1,3,Bragantino,1.8,2.4,39,12.85,Jean Lucas,3-5-2,Raphael Claus,Relatório da Partida,,26,6,185.0,0.0,0,0,9,3.0,3,6,1,1,Santos
33,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Visitante,D,1,7,Internacional,1.6,1.6,49,,Tomás Rincón,3-4-1-2,Paulo Zanovelli,Relatório da Partida,,9,3,135.0,1.0,0,0,7,7.0,7,1,0,0,Santos
34,2023-10-26,21:30,Série A,Rodada da semana 29,qui,Em casa,V,2,1,Coritiba,2.2,0.8,63,12.205,Tomás Rincón,3-4-3,Wagner Magalhães,Relatório da Partida,,24,6,149.0,2.0,0,0,2,1.0,1,1,1,1,Santos
35,2023-10-29,18:30,Série A,Rodada da semana 30,dom,Visitante,E,1,1,Corinthians,1.3,1.2,39,,Tomás Rincón,3-4-3,Anderson Daronco,Relatório da Partida,,9,1,190.0,1.0,1,1,7,1.0,1,7,0,0,Santos
36,2023-11-01,20:00,Série A,Rodada da semana 31,qua,Visitante,V,2,1,Flamengo,0.6,1.2,40,,Tomás Rincón,4-1-2-1-2◆,Rafael Rodrigo Klein,Relatório da Partida,,15,5,214.0,0.0,0,0,4,1.0,1,3,0,0,Santos
37,2023-11-06,21:00,Série A,Rodada da semana 32,seg,Em casa,E,0,0,Cuiabá,0.1,0.5,60,,Tomás Rincón,4-2-3-1,Savio Pereira,Relatório da Partida,,4,2,226.0,0.0,0,0,0,0.0,0,0,0,0,Santos
38,2023-11-09,19:00,Série A,Rodada da semana 33,qui,Visitante,V,1,0,Goiás,0.9,0.8,42,11.836,Tomás Rincón,4-4-2,Paulo Zanovelli,Relatório da Partida,,15,4,201.0,0.0,0,0,3,0.0,0,3,0,0,Santos
39,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Em casa,E,0,0,São Paulo,0.6,1.2,30,,Tomás Rincón,4-1-4-1,Raphael Claus,Relatório da Partida,,11,3,220.0,2.0,0,0,3,0.0,0,3,0,0,Santos
40,2023-11-26,16:00,Série A,Rodada da semana 35,dom,Visitante,E,1,1,Botafogo (RJ),0.3,1.6,54,26.548,Marcos Leonardo,4-1-2-1-2◆,Wilton Pereira Sampaio,Relatório da Partida,,8,5,201.0,0.0,0,0,4,1.0,1,3,0,0,Santos
41,2023-11-29,19:00,Série A,Rodada da semana 36,qua,Em casa,D,0,3,Fluminense,1.5,1.1,29,,Yeferson Soteldo,3-5-2,Anderson Daronco,Relatório da Partida,,27,8,187.0,0.0,0,0,5,3.0,3,2,0,0,Santos
42,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,D,0,3,Ath Paranaense,0.7,1.0,46,,Tomás Rincón,4-2-2-2,Rafael Rodrigo Klein,Relatório da Partida,,13,3,178.0,0.0,0,0,6,3.0,3,3,0,0,Santos
43,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,D,1,2,Fortaleza,1.0,1.2,54,14.13,Tomás Rincón,3-4-1-2,Leandro Pedro Vuaden,Relatório da Partida,,15,6,157.0,0.0,0,0,7,2.0,2,5,0,0,Santos
1,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Visitante,D,0,2,Ath Paranaense,1.0,0.8,56,15.329,Tadeu,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,16,2,199.0,1.0,0,0,3,2.0,2,1,0,0,Goias
3,2023-04-23,19:00,Série A,Rodada da semana 2,dom,Em casa,V,3,1,Corinthians,1.2,0.5,52,8.508,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,18,7,207.0,1.0,0,0,2,1.0,1,1,0,0,Goias
4,2023-04-30,18:30,Série A,Rodada da semana 3,dom,Visitante,D,0,1,Internacional,0.8,0.9,43,29.193,Tadeu,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,15,1,169.0,2.0,0,0,8,1.0,1,7,0,0,Goias
6,2023-05-07,18:30,Série A,Rodada da semana 4,dom,Em casa,D,0,5,Palmeiras,0.7,2.0,44,13.789,Lucas Halter,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,15,4,223.0,0.0,0,0,7,5.0,5,3,0,0,Goias
7,2023-05-10,20:00,Série A,Rodada da semana 5,qua,Visitante,D,0,2,Flamengo,0.7,2.6,43,44.948,Vinícius,4-2-3-1,Savio Pereira,Relatório da Partida,,14,6,225.0,0.0,0,0,5,2.0,2,3,1,1,Goias
8,2023-05-14,18:30,Série A,Rodada da semana 6,dom,Em casa,V,2,1,Botafogo (RJ),1.9,1.5,47,6.674,Lucas Halter,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,7,4,145.0,0.0,0,0,2,1.0,1,1,1,1,Goias
9,2023-05-20,16:00,Série A,Rodada da semana 7,sáb,Visitante,E,1,1,Bahia,0.9,2.3,50,32.519,Tadeu,4-4-2,Denis da Silva Ribeiro Serafim,Relatório da Partida,,13,5,243.0,1.0,0,0,4,1.0,1,3,0,0,Goias
11,2023-05-27,21:00,Série A,Rodada da semana 8,sáb,Visitante,D,1,2,São Paulo,0.3,0.9,33,45.429,Tadeu,4-4-2,Rafael Rodrigo Klein,Relatório da Partida,,8,4,165.0,0.0,0,0,6,2.0,2,4,0,0,Goias
12,2023-06-04,18:30,Série A,Rodada da semana 9,dom,Em casa,D,0,1,Cuiabá,0.4,1.2,55,6.987,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,11,3,252.0,2.0,0,0,8,1.0,1,7,0,0,Goias
14,2023-06-11,18:30,Série A,Rodada da semana 10,dom,Em casa,E,2,2,Fluminense,2.1,1.3,41,10.26,Tadeu,4-5-1,Leandro Pedro Vuaden,Relatório da Partida,,21,8,197.0,0.0,1,1,4,2.0,2,2,0,0,Goias
15,2023-06-22,20:00,Série A,Rodada da semana 11,qui,Visitante,V,1,0,Vasco da Gama,0.4,1.7,41,17.647,Tadeu,4-5-1,Jean Pierre Goncalves Lima,Relatório da Partida,,8,1,218.0,0.0,0,0,4,0.0,0,4,0,0,Goias
16,2023-06-25,18:30,Série A,Rodada da semana 12,dom,Visitante,D,0,2,Bragantino,0.2,1.7,41,3.798,Tadeu,4-5-1,Bruno Mota Correia,Relatório da Partida,,4,0,147.0,0.0,0,0,6,2.0,2,4,0,0,Goias
18,2023-07-03,20:00,Série A,Rodada da semana 13,seg,Em casa,D,1,2,Coritiba,1.9,0.9,63,10.394,Tadeu,4-2-3-1,Denis da Silva Ribeiro Serafim,Relatório da Partida,,18,6,184.0,1.0,0,0,8,2.0,2,6,0,0,Goias
19,2023-07-09,11:00,Série A,Rodada da semana 14,dom,Visitante,D,3,4,Santos,1.9,2.4,66,,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,18,4,195.0,0.0,1,1,6,4.0,4,2,1,1,Goias
20,2023-07-17,20:00,Série A,Rodada da semana 15,seg,Em casa,E,0,0,Atlético Mineiro,1.5,0.2,39,,Tadeu,4-5-1,Raphael Claus,Relatório da Partida,,17,3,143.0,1.0,0,0,1,0.0,0,1,0,0,Goias
21,2023-07-23,16:00,Série A,Rodada da semana 16,dom,Visitante,V,1,0,Cruzeiro,0.3,1.1,32,,Tadeu,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,7,2,218.0,0.0,0,0,1,0.0,0,1,0,0,Goias
22,2023-07-30,18:30,Série A,Rodada da semana 17,dom,Em casa,E,1,1,Grêmio,0.8,0.3,45,,Tadeu,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,16,2,180.0,0.0,0,0,2,1.0,1,1,0,0,Goias
24,2023-08-05,18:30,Série A,Rodada da semana 18,sáb,Em casa,V,1,0,Fortaleza,0.9,0.7,37,,Tadeu,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,9,3,176.0,0.0,0,0,6,0.0,0,6,0,0,Goias
26,2023-08-13,16:00,Série A,Rodada da semana 19,dom,Visitante,V,1,0,América (MG),0.5,0.9,34,,Tadeu,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,9,3,159.0,1.0,0,0,2,0.0,0,2,0,0,Goias
27,2023-08-21,20:00,Série A,Rodada da semana 20,seg,Em casa,E,1,1,Ath Paranaense,1.0,1.0,47,8.325,Tadeu,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,13,3,213.0,1.0,0,0,5,1.0,1,4,0,0,Goias
28,2023-08-26,21:00,Série A,Rodada da semana 21,sáb,Visitante,E,1,1,Corinthians,1.8,1.0,35,37.316,Tadeu,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,18,3,174.0,1.0,1,1,7,1.0,1,6,0,0,Goias
29,2023-09-02,16:00,Série A,Rodada da semana 22,sáb,Em casa,E,0,0,Internacional,0.9,0.7,38,,Tadeu,4-3-3,Braulio da Silva Machado,Relatório da Partida,,11,2,139.0,0.0,0,0,2,0.0,0,2,0,0,Goias
30,2023-09-15,21:30,Série A,Rodada da semana 23,sex,Visitante,D,0,1,Palmeiras,0.4,1.0,33,,Tadeu,4-3-3,Savio Pereira,Relatório da Partida,,8,3,198.0,0.0,0,0,6,1.0,1,5,0,0,Goias
31,2023-09-20,19:00,Série A,Rodada da semana 24,qua,Em casa,E,0,0,Flamengo,0.1,0.5,36,,Tadeu,4-3-3,Raphael Claus,Relatório da Partida,,7,1,259.0,0.0,0,0,2,0.0,0,2,0,0,Goias
32,2023-10-02,20:00,Série A,Rodada da semana 25,seg,Visitante,E,1,1,Botafogo (RJ),0.5,0.9,40,34.294,Tadeu,4-3-3,Braulio da Silva Machado,Relatório da Partida,,8,3,187.0,0.0,0,0,6,1.0,1,5,0,0,Goias
33,2023-10-07,16:00,Série A,Rodada da semana 26,sáb,Em casa,D,4,6,Bahia,2.7,2.0,63,9.001,Tadeu,3-4-3,Raphael Claus,Relatório da Partida,,21,5,191.0,2.0,1,1,9,6.0,6,3,0,0,Goias
34,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Em casa,V,2,0,São Paulo,0.5,0.5,26,12.685,Tadeu,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,7,2,116.0,0.0,0,0,3,0.0,0,3,0,0,Goias
35,2023-10-21,17:30,Série A,Rodada da semana 28,sáb,Visitante,E,1,1,Cuiabá,1.8,1.3,41,,Tadeu,4-3-3,Anderson Daronco,Relatório da Partida,,9,2,194.0,0.0,1,1,5,1.0,1,4,0,0,Goias
36,2023-10-25,19:00,Série A,Rodada da semana 29,qua,Visitante,D,3,5,Fluminense,0.6,2.7,35,,Tadeu,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,9,4,169.0,0.0,0,0,8,5.0,5,3,1,1,Goias
37,2023-10-29,16:00,Série A,Rodada da semana 30,dom,Em casa,E,1,1,Vasco da Gama,1.1,0.9,45,12.904,Tadeu,4-4-2,Flavio de Souza,Relatório da Partida,,18,6,194.0,2.0,0,0,2,1.0,1,1,0,0,Goias
38,2023-11-02,18:00,Série A,Rodada da semana 31,qui,Em casa,D,0,2,Bragantino,1.4,3.1,43,,Tadeu,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,20,5,167.0,1.0,0,0,7,2.0,2,5,0,0,Goias
39,2023-11-05,18:30,Série A,Rodada da semana 32,dom,Visitante,V,1,0,Coritiba,1.3,0.3,50,,Tadeu,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,22,6,190.0,1.0,0,0,2,0.0,0,2,0,0,Goias
40,2023-11-09,19:00,Série A,Rodada da semana 33,qui,Em casa,D,0,1,Santos,0.8,0.9,58,11.836,Tadeu,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,13,3,149.0,0.0,0,0,4,1.0,1,3,0,0,Goias
41,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Visitante,D,1,2,Atlético Mineiro,1.0,1.2,52,,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,21,5,199.0,2.0,0,0,4,2.0,2,2,1,1,Goias
42,2023-11-27,21:00,Série A,Rodada da semana 35,seg,Em casa,D,0,1,Cruzeiro,0.4,0.9,49,9.143,Tadeu,4-2-3-1,Ramon Abatti,Relatório da Partida,,10,3,235.0,0.0,0,0,7,1.0,1,6,0,0,Goias
43,2023-11-30,19:00,Série A,Rodada da semana 36,qui,Visitante,D,1,2,Grêmio,0.6,1.1,49,36.875,Tadeu,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,14,6,195.0,0.0,0,0,8,2.0,2,6,0,0,Goias
44,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,D,0,1,Fortaleza,0.3,1.2,53,,Tadeu,4-1-4-1,Anderson Daronco,Relatório da Partida,,5,1,200.0,0.0,0,0,1,1.0,1,0,0,0,Goias
45,2023-12-06,19:00,Série A,Rodada da semana 38,qua,Em casa,V,1,0,América (MG),0.9,0.9,41,1.966,Tadeu,4-1-4-1,Davi de Oliveira Lacerda,Relatório da Partida,,14,2,169.0,0.0,0,0,3,0.0,0,3,0,0,Goias
0,2023-04-16,16:00,Série A,Rodada da semana 1,dom,Visitante,D,0,3,Flamengo,0.4,1.4,42,42.848,Gabriel,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,10,3,234.0,2.0,0,0,7,3.0,3,4,1,1,Coritiba
1,2023-04-23,18:30,Série A,Rodada da semana 2,dom,Em casa,D,0,3,Fortaleza,0.7,2.6,58,24.423,Gabriel,3-1-4-2,Wilton Sampaio,Relatório da Partida,,18,7,237.0,0.0,0,0,9,3.0,3,6,0,0,Coritiba
2,2023-04-29,16:30,Série A,Rodada da semana 3,sáb,Em casa,E,1,1,São Paulo,1.8,1.1,33,25.21,Willian Farias,3-4-3,Rafael Rodrigo Klein,Relatório da Partida,,16,5,158.0,0.0,0,0,6,1.0,1,5,0,0,Coritiba
3,2023-05-07,16:00,Série A,Rodada da semana 4,dom,Visitante,D,1,3,Bahia,0.4,1.5,50,37.936,Willian Farias,3-4-3,Bruno Mota Correia,Relatório da Partida,,10,4,229.0,2.0,0,0,5,3.0,3,3,0,0,Coritiba
4,2023-05-11,19:00,Série A,Rodada da semana 5,qui,Em casa,E,1,1,Vasco da Gama,1.0,0.8,36,20.88,Henrique,5-4-1,Ramon Abatti Abel,Relatório da Partida,,10,5,203.0,0.0,0,0,2,1.0,1,1,0,0,Coritiba
5,2023-05-14,18:30,Série A,Rodada da semana 6,dom,Visitante,D,2,3,Ath Paranaense,0.4,2.9,36,17.608,Henrique,5-4-1,Flavio Rodrigues de Souza,Relatório da Partida,,7,3,250.0,0.0,0,0,7,3.0,3,4,0,0,Coritiba
6,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Em casa,D,1,2,Atlético Mineiro,1.0,1.5,35,20.047,Henrique,3-5-2,Rodrigo José Pereira de Lima,Relatório da Partida,,9,3,287.0,3.0,1,1,8,2.0,2,6,1,1,Coritiba
7,2023-05-27,17:30,Série A,Rodada da semana 8,sáb,Visitante,E,1,1,Cuiabá,1.0,0.7,57,8.66,Henrique,3-4-1-2,Denis da Silva Ribeiro Serafim,Relatório da Partida,,8,2,212.0,0.0,0,0,3,1.0,1,2,0,0,Coritiba
8,2023-06-04,18:30,Série A,Rodada da semana 9,dom,Visitante,D,1,3,Palmeiras,0.6,2.5,49,33.57,Henrique,3-4-1-2,Felipe Fernandes de Lima,Relatório da Partida,,7,4,213.0,1.0,0,0,8,3.0,3,5,0,0,Coritiba
9,2023-06-10,16:00,Série A,Rodada da semana 10,sáb,Em casa,E,0,0,Santos,1.2,0.8,47,25.987,Henrique,3-5-2,Bruno Mota Correia,Relatório da Partida,,19,7,182.0,1.0,0,0,3,0.0,0,3,0,0,Coritiba
10,2023-06-22,20:00,Série A,Rodada da semana 11,qui,Em casa,D,0,1,Internacional,1.5,0.9,51,25.983,Gabriel,3-1-4-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,,14,4,169.0,1.0,0,0,4,1.0,1,3,1,1,Coritiba
11,2023-06-25,16:00,Série A,Rodada da semana 12,dom,Visitante,D,1,5,Grêmio,1.1,3.4,50,37.048,Gabriel,3-1-4-2,João Vitor Gobi,Relatório da Partida,,17,7,181.0,0.0,0,0,8,5.0,5,3,1,1,Coritiba
12,2023-07-03,20:00,Série A,Rodada da semana 13,seg,Visitante,V,2,1,Goiás,0.9,1.9,37,10.394,Gabriel,4-1-4-1,Denis da Silva Ribeiro Serafim,Relatório da Partida,,13,8,210.0,1.0,0,0,6,1.0,1,5,0,0,Coritiba
13,2023-07-08,18:30,Série A,Rodada da semana 14,sáb,Em casa,V,3,1,América (MG),1.9,1.1,43,,Henrique,4-1-4-1,Rafael Rodrigo Klein,Relatório da Partida,,13,6,197.0,2.0,1,1,4,1.0,1,3,0,0,Coritiba
14,2023-07-16,11:00,Série A,Rodada da semana 15,dom,Visitante,E,0,0,Cruzeiro,1.1,0.8,45,,Gabriel,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,14,6,204.0,0.0,0,0,2,0.0,0,2,0,0,Coritiba
15,2023-07-24,19:00,Série A,Rodada da semana 16,seg,Em casa,V,2,0,Fluminense,1.9,1.0,28,,Henrique,4-1-4-1,Flavio Rodrigues de Souza,Relatório da Partida,,8,4,181.0,0.0,1,1,3,0.0,0,3,0,0,Coritiba
16,2023-07-30,16:00,Série A,Rodada da semana 17,dom,Visitante,D,1,4,Botafogo (RJ),1.2,0.9,43,,Henrique,4-1-4-1,João Vitor Gobi,Relatório da Partida,,9,5,166.0,1.0,0,0,7,4.0,4,3,0,0,Coritiba
17,2023-08-06,18:30,Série A,Rodada da semana 18,dom,Em casa,D,0,1,Bragantino,0.5,1.0,50,,Henrique,4-1-4-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,9,1,185.0,2.0,0,0,2,1.0,1,1,0,0,Coritiba
18,2023-08-13,16:00,Série A,Rodada da semana 19,dom,Visitante,D,1,3,Corinthians,0.8,2.4,46,42.171,Henrique,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,12,3,234.0,1.0,0,0,8,3.0,3,5,0,0,Coritiba
